guess,ev,max guesses,pass,time
clams,3.60648,5,0,69.19397
claps,3.59006,5,0,46.96035
claws,3.65011,5,0,57.71106
cleft,3.62160,5,0,41.01112
clink,3.65054,5,0,113.39087
cloth,3.61080,5,0,81.98473
clown,3.65313,5,0,79.37249
clump,3.68812,5,0,101.18907
cocos,3.87646,5,0,338.33903
conch,3.76890,5,0,313.46097
costs,3.73823,5,0,103.22736
covet,3.65400,5,0,21.80755
coyly,3.78531,5,0,253.59085
croup,3.61944,5,0,76.75811
crush,3.62765,5,0,54.18230
cuffs,3.86566,5,0,315.61230
cycle,3.77451,5,0,53.01684
daisy,3.62246,5,0,77.14695
dandy,3.79957,5,0,236.70119
decoy,3.66523,5,0,105.11633
demos,3.66609,5,0,59.22463
dents,3.61469,5,0,36.45479
devil,3.68380,5,0,109.89626
diker,3.65270,5,0,118.48084
dined,3.72657,5,0,110.02520
direr,3.65616,5,0,131.71851
discs,3.77624,5,0,219.59539
docks,3.72397,5,0,75.28974
dogma,3.69676,5,0,143.70596
dolly,3.75810,5,0,463.97651
dowry,3.69849,5,0,80.48371
dozer,3.72829,5,0,104.94905
drawl,3.63110,5,0,33.25222
dried,3.69762,5,0,149.71117
droop,3.73477,5,0,144.63435
drunk,3.67905,5,0,150.54961
duked,3.85702,5,0,119.56343
dunce,3.62203,5,0,73.34835
dusky,3.77495,5,0,198.71838
dying,3.70022,5,0,256.76688
egger,3.86998,5,0,131.03050
elect,3.65788,5,0,57.99316
elide,3.66911,5,0,189.64661
enjoy,3.82289,5,0,279.28221
ethyl,3.73564,5,0,72.66542
evoke,3.86825,5,0,174.42819
faces,3.65702,5,0,20.30649
fades,3.66350,5,0,20.98719
fairy,3.66393,5,0,112.48614
fates,3.64104,5,0,12.40427
fauna,3.79914,5,0,284.87229
fetal,3.62030,5,0,69.49407
ficus,3.72397,5,0,228.84760
finch,3.68639,5,0,210.76284
firms,3.67646,5,0,141.80076
fizzy,4.07516,5,1,2713.21723
games,3.64881,5,0,18.11579
gaper,3.62030,5,0,19.11534
gases,3.75335,5,0,25.46391
gated,3.61425,5,0,12.53341
gater,3.57970,5,0,10.95475
gates,3.61598,5,0,7.74119
gaudy,3.70842,5,0,162.36617
gazer,3.75896,5,0,34.29913
genes,3.70626,5,0,43.54987
genre,3.66220,5,0,57.41061
ghost,3.63197,5,0,61.69195
gipsy,3.68596,5,0,114.01540
giver,3.68121,5,0,79.06176
glean,3.60346,5,0,43.02698
glint,3.60130,5,0,113.94686
gluer,3.60000,5,0,32.67717
glyph,3.73607,5,0,172.40620
goods,3.78488,5,0,159.38444
gored,3.60864,5,0,66.37219
gowns,3.69287,5,0,76.24147
grail,3.58618,5,0,47.35038
grape,3.59179,5,0,14.79092
grave,3.66955,5,0,24.56939
greet,3.65313,5,0,30.88447
grime,3.60043,5,0,66.27393
groan,3.58186,5,0,66.94035
group,3.66263,5,0,85.14403
gruel,3.60907,5,0,33.64426
guava,3.87387,5,0,235.60413
gusto,3.67646,5,0,80.93618
gypsy,3.87603,5,0,188.77325
halls,3.72009,5,0,206.12224
hater,3.57667,5,0,13.46628
haute,3.61901,5,0,27.38321
havoc,3.74039,5,0,60.20670
heard,3.60000,5,0,43.71447
heist,3.56631,5,0,65.76215
herbs,3.66652,5,0,20.64374
heron,3.59827,5,0,37.17455
hicks,3.73693,5,0,128.25488
hints,3.61728,5,0,139.47644
hiver,3.67905,5,0,48.95458
hoard,3.59568,5,0,43.24000
hobby,3.88164,5,0,416.23597
horse,3.56674,5,0,15.90259
hosed,3.63542,5,0,20.72208
hosts,3.75464,5,0,194.62382
humor,3.67171,5,0,91.10702
hunch,3.82937,5,0,468.22745
icons,3.63197,5,0,109.15497
idled,3.77063,5,0,148.13347
igloo,3.80043,5,0,402.28624
inlay,3.65702,5,0,184.00312
ivied,3.84665,5,0,104.29308
jelly,3.92441,5,0,330.37804
joked,3.83801,5,0,96.15932
jolly,3.88985,5,0,721.36268
khaki,3.90540,5,0,284.23285
kiter,3.65659,5,0,17.57356
kitty,3.84536,5,0,284.54536
knots,3.67473,5,0,72.14901
kudos,3.75983,5,0,170.40688
larva,3.78229,5,0,77.03295
laxer,3.71188,5,0,30.77847
leafy,3.67127,5,0,141.52982
lemon,3.61253,5,0,65.59175
licks,3.68855,5,0,105.14164
likes,3.67603,5,0,63.39804
lined,3.57149,5,0,43.80778
lines,3.59309,5,0,27.13753
lipid,3.76847,5,0,269.37050
lofty,3.68985,5,0,299.64664
lousy,3.64579,5,0,204.55911
lumen,3.62851,5,0,48.77375
lunch,3.66436,5,0,242.16654
lyric,3.66479,5,0,117.30552
madly,3.65313,5,0,133.38611
makes,3.70842,5,0,19.37484
mammy,4.00605,5,0,484.83589
mealy,3.62894,5,0,88.03428
medic,3.66868,5,0,93.15629
merer,3.76717,5,0,163.73670
midst,3.62765,5,0,77.42652
miles,3.60346,5,0,36.35097
mimed,3.77927,5,0,155.88179
minor,3.60130,5,0,78.04546
mired,3.58531,5,0,96.94602
mists,3.77754,5,0,307.46319
mogul,3.67473,5,0,191.83841
moody,3.79611,5,0,505.29473
mouse,3.63844,5,0,70.28254
movie,3.71317,5,0,93.83675
mummy,4.00907,6,5,13077.27462
south,3.62894,5,0,133.56415
speak,3.69503,5,0,42.56984
spell,3.72484,5,0,81.27566
spine,3.58402,5,0,50.63660
spiny,3.62462,5,0,142.34697
spore,3.57408,5,0,12.90250
spots,3.74168,5,0,145.92313
squid,3.80648,5,0,362.77945
stern,3.57235,5,0,9.18479
stich,3.62376,5,0,97.91496
stock,3.67343,5,0,59.70320
stoke,3.63153,5,0,42.44240
stony,3.62894,5,0,114.61941
store,3.53045,5,0,13.26975
storm,3.60086,5,0,61.31067
stout,3.72095,5,0,253.45582
suave,3.69071,5,0,35.25089
suede,3.69935,5,0,122.35018
sumac,3.65529,5,0,110.34180
sured,3.59309,5,0,26.37876
sushi,3.82462,5,0,602.90931
taken,3.64060,5,0,13.00417
tales,3.54341,5,0,10.01606
talon,3.54903,5,0,42.88497
taped,3.60821,5,0,14.10140
tapes,3.58186,5,0,8.77942
tardy,3.60086,5,0,36.74231
tarts,3.67171,5,0,44.87786
tatty,3.89460,5,0,363.29216
theme,3.70886,5,0,33.43592
thick,3.70583,5,0,105.03564
those,3.56587,5,0,32.65314
throw,3.67905,5,0,50.69938
tidal,3.58920,5,0,67.92837
tiler,3.55810,5,0,18.89430
timed,3.60907,5,0,24.45559
tippy,3.79654,5,0,255.34902
toped,3.61425,5,0,19.80157
torah,3.57797,5,0,26.15155
torch,3.59525,5,0,38.03321
toted,3.69719,5,0,31.95661
towed,3.65788,5,0,22.30549
tower,3.61944,5,0,16.31200
toyed,3.62462,5,0,22.78475
trace,3.49849,5,0,9.09173
track,3.60432,5,0,27.54801
trade,3.52786,5,0,12.55703
trait,3.63801,5,0,62.91189
trial,3.54082,5,0,29.28159
trims,3.59222,5,0,32.81287
trove,3.62419,5,0,18.83528
truly,3.63542,5,0,51.55750
tryst,3.73434,5,0,52.43592
tummy,3.85184,5,0,357.09812
unfed,3.70583,5,0,53.41678
union,3.81857,5,0,584.64353
utile,3.59136,5,0,31.10501
valet,3.61728,5,0,14.29715
valid,3.67948,5,0,64.50862
vapid,3.71793,5,0,52.65814
vegas,3.73261,5,0,35.78281
veiny,3.71361,5,0,175.14902
villa,3.81814,5,0,297.01831
voice,3.64924,5,0,67.28131
voter,3.64881,5,0,17.59173
vouch,3.75508,5,0,252.65872
water,3.61253,5,0,13.58755
waver,3.72441,5,0,29.75327
waxed,3.80130,5,0,30.61678
weave,3.81987,5,0,65.44711
weigh,3.72268,5,0,89.38523
whack,3.77495,5,0,81.37222
whine,3.66393,5,0,82.76527
whole,3.65011,5,0,48.67689
whore,3.65270,5,0,39.89869
wicks,3.76674,5,0,110.87099
wight,3.74255,5,0,101.82394
wince,3.63672,5,0,64.26294
winds,3.69935,5,0,105.87341
wings,3.70454,5,0,112.72926
woken,3.73823,5,0,55.66779
woody,3.82721,5,0,276.00124
wowed,3.82030,5,0,86.90047
wrist,3.59870,5,0,38.42219
wryer,3.79050,5,0,73.25957
yards,3.67084,5,0,38.17168
yearn,3.59309,5,0,35.95428
yield,3.66307,5,0,180.91181
zoned,3.72613,5,0,65.15733
zones,3.72484,5,0,32.94258
abate,3.70454,5,0,33.38763
abode,3.63758,5,0,22.25269
ached,3.68423,5,0,19.99355
acres,3.58920,5,0,11.87404
acrid,3.62073,5,0,58.97271
adder,3.73348,5,0,54.38422
adult,3.61382,5,0,96.47238
agent,3.61469,5,0,26.59270
aging,3.81339,5,0,322.26442
align,3.60821,5,0,147.64599
aloha,3.73693,5,0,271.74553
among,3.69244,5,0,86.42226
anger,3.59827,5,0,23.24172
anglo,3.63974,5,0,112.34939
aorta,3.68294,5,0,39.59134
aping,3.67430,5,0,104.43736
ardor,3.70151,5,0,123.02480
arson,3.55680,5,0,18.63736
ascot,3.61382,5,0,45.63564
aside,3.63067,5,0,27.82969
assay,3.92095,5,0,510.12762
bails,3.59179,5,0,42.86645
balmy,3.67041,5,0,132.29801
bared,3.59784,5,0,18.29132
barge,3.62462,5,0,16.85572
barre,3.67041,5,0,25.53642
basin,3.62592,5,0,58.77123
baton,3.59784,5,0,39.37668
bayou,3.75205,5,0,181.54722
belie,3.67862,5,0,74.04066
beret,3.63326,5,0,24.41788
bevel,3.78013,5,0,48.69904
bided,3.77495,5,0,84.99071
billy,3.78445,5,0,387.70072
bloke,3.65572,5,0,57.81920
blows,3.69676,5,0,69.11815
blush,3.66393,5,0,215.21062
booed,3.72916,5,0,66.80179
boost,3.69244,5,0,93.08169
booze,3.86523,5,0,241.05595
boule,3.61296,5,0,63.34526
bowel,3.65832,5,0,38.12345
bowls,3.69158,5,0,70.77236
brain,3.57927,5,0,40.99442
brawn,3.65529,5,0,32.21722
brick,3.67732,5,0,91.79596
broke,3.65270,5,0,50.19487
broom,3.77192,5,0,155.78889
bulky,3.77279,5,0,273.55874
burnt,3.61382,5,0,72.85222
bushy,3.73521,5,0,308.79715
cacti,3.74860,5,0,164.23195
candy,3.66220,5,0,145.90150
carbs,3.61382,5,0,21.18645
carer,3.65443,5,0,27.02157
carts,3.55724,5,0,21.54481
caste,3.52657,5,0,14.71831
cater,3.53305,5,0,10.96163
cause,3.59179,5,0,48.16336
caves,3.68078,5,0,16.63720
cavil,3.65659,5,0,78.72945
chaff,3.84752,5,0,192.91431
chewy,3.76069,5,0,72.59772
chile,3.57106,5,0,35.85012
chimp,3.70454,5,0,92.66844
chirp,3.63197,5,0,72.06905
choke,3.67905,5,0,84.85479
chuck,3.92138,5,0,345.63609
clash,3.59266,5,0,78.21661
clear,3.55378,5,0,15.41483
clerk,3.65745,5,0,29.70477
climb,3.66868,5,0,106.02815
clock,3.79914,5,0,203.69901
coach,3.75767,5,0,116.13040
codec,3.74644,5,0,61.75323
codes,3.62721,5,0,16.33344
coils,3.58099,5,0,49.73069
color,3.67948,5,0,70.75654
comer,3.59266,5,0,24.99660
comet,3.59438,5,0,18.66534
comic,3.81512,5,0,255.35576
coper,3.57192,5,0,21.05246
coral,3.55594,5,0,25.31909
cores,3.54946,5,0,10.66589
corny,3.60562,5,0,61.66306
couch,3.81641,5,0,494.59971
cubes,3.67300,5,0,23.37987
cumin,3.66393,5,0,202.28708
cushy,3.71533,5,0,294.08592
dates,3.60605,5,0,11.63121
daunt,3.59525,5,0,82.70519
debit,3.62678,5,0,53.46219
decks,3.72873,5,0,53.46613
deity,3.63283,5,0,129.26357
dense,3.64924,5,0,42.01695
deuce,3.68942,5,0,66.76030
dicer,3.60130,5,0,38.88057
diets,3.62117,5,0,54.20365
dimly,3.67214,5,0,325.02879
disks,3.83024,5,0,294.51197
doily,3.62462,5,0,361.62187
doozy,3.92959,5,0,711.47386
druid,3.76976,5,0,360.14231
dunks,3.72786,5,0,194.26150
dwell,3.79741,5,0,119.90289
eaten,3.65702,5,0,22.33676
eaved,3.77927,5,0,47.99720
edges,3.75810,5,0,54.76001
edits,3.64795,5,0,65.70962
eight,3.68855,5,0,65.81051
elate,3.61814,5,0,25.32391
elder,3.64752,5,0,77.14640
elite,3.63844,5,0,68.34686
emcee,3.85616,5,0,97.34257
endow,3.70497,5,0,68.40851
enter,3.66436,5,0,28.46275
equip,3.86350,5,0,261.25301
evite,3.77106,5,0,74.27600
exist,3.73737,5,0,112.47725
facts,3.65659,5,0,66.99144
faker,3.69460,5,0,39.59961
fancy,3.68035,5,0,203.41701
feign,3.68337,5,0,178.96359
fewer,3.76458,5,0,56.38622
fiery,3.68337,5,0,106.10250
filet,3.60216,5,0,26.70340
filmy,3.71361,5,0,463.85068
fjord,3.79654,5,0,184.26100
flank,3.69546,5,0,95.87107
fleas,3.64968,5,0,53.59372
flied,3.63542,5,0,97.36893
flood,3.74989,5,0,315.69826
flyer,3.66911,5,0,56.05909
focus,3.73002,5,0,154.55764
folks,3.71490,5,0,159.02172
force,3.58445,5,0,22.89159
forex,3.76069,5,0,127.30080
forte,3.58229,5,0,31.69531
forty,3.66220,5,0,224.25210
foyer,3.67257,5,0,101.94469
friar,3.73002,5,0,133.79229
frogs,3.69201,5,0,79.68273
frown,3.68251,5,0,81.29656
fryer,3.76242,5,0,127.52442
fumer,3.65961,5,0,57.64833
fungi,3.76760,5,0,314.09893
fuzed,3.81382,5,0,72.98567
gabby,3.87862,5,0,232.21000
gassy,3.79698,5,0,207.36930
gears,3.59870,5,0,8.75250
geeks,3.82289,5,0,130.06779
giant,3.59741,5,0,67.02616
girls,3.63067,5,0,53.64091
given,3.70194,5,0,65.08616
glade,3.57667,5,0,25.48374
gland,3.59568,5,0,111.94516
globe,3.61987,5,0,39.63507
glove,3.67862,5,0,74.12991
gnarl,3.59611,5,0,46.47327
goats,3.61555,5,0,20.49813
godly,3.67300,5,0,136.46741
goofy,3.84104,5,0,428.11935
grins,3.60043,5,0,76.55904
gross,3.74644,5,0,127.22824
grunt,3.61166,5,0,65.80569
guile,3.59957,5,0,117.28567
gulch,3.70367,5,0,180.88338
habit,3.63326,5,0,54.15657
hacks,3.73175,5,0,76.27462
hairy,3.63629,5,0,112.68985
hardy,3.66868,5,0,61.19086
harsh,3.74341,5,0,92.45606
hawed,3.70065,5,0,18.83843
hazel,3.74082,5,0,32.44653
heady,3.67300,5,0,98.71630
helps,3.65832,5,0,61.68083
hexed,3.85745,5,0,91.38802
hiker,3.67646,5,0,37.48832
hinge,3.64449,5,0,82.11712
hirer,3.69935,5,0,65.96169
hitch,3.79309,5,0,249.42314
homer,3.62549,5,0,30.70654
honer,3.58402,5,0,26.90768
hoods,3.77279,5,0,266.19099
hound,3.66177,5,0,292.74436
hunks,3.73305,5,0,282.87694
hydro,3.69849,5,0,135.41014
hypes,3.71793,5,0,21.49794
ideal,3.63585,5,0,85.86063
idiot,3.76199,5,0,291.71542
imbed,3.70410,5,0,53.40473
inane,3.73952,5,0,70.25035
incur,3.63974,5,0,65.73647
infer,3.64968,5,0,41.04182
inked,3.71361,5,0,56.96354
inner,3.71620,5,0,87.52366
irony,3.62765,5,0,145.45468
jaunt,3.74471,5,0,131.43347
jihad,3.82937,5,0,270.06134
joker,3.79698,5,0,102.02709
jones,3.72181,5,0,45.68738
judge,3.81987,5,0,154.52501
jumbo,3.89330,5,0,292.98414
karma,3.80950,5,0,88.24489
kebab,3.88423,5,0,125.08180
kicks,3.86393,5,0,241.58425
kiosk,3.83153,5,0,340.77958
known,3.89546,5,0,232.23947
largo,3.62203,5,0,35.16369
latex,3.70626,5,0,19.80472
laved,3.67257,5,0,26.97104
layer,3.60562,5,0,24.40690
leach,3.61080,5,0,49.80196
learn,3.54816,5,0,14.84204
least,3.52527,5,0,29.00355
leery,3.70929,5,0,61.92602
lends,3.62981,5,0,41.87091
lever,3.72873,5,0,80.91717
light,3.66739,5,0,104.43165
linen,3.70324,5,0,100.39263
lithe,3.59914,5,0,19.43617
liven,3.66350,5,0,49.09048
liver,3.66307,5,0,30.93306
loamy,3.64190,5,0,194.53082
logos,3.74428,5,0,208.48208
lorry,3.73391,5,0,264.80099
lunar,3.60475,5,0,32.43599
lungs,3.66739,5,0,201.63039
lynch,3.71145,5,0,188.29926
mails,3.58531,5,0,56.38697
major,3.73909,5,0,50.33405
mambo,3.84708,5,0,111.25797
mania,3.74125,5,0,235.94899
match,3.64017,5,0,68.92868
maxed,3.77063,5,0,35.84940
mayor,3.63283,5,0,86.13362
medal,3.60907,5,0,68.31823
melds,3.66048,5,0,55.50450
menus,3.65918,5,0,131.57191
meted,3.70929,5,0,32.95961
midge,3.66307,5,0,125.15820
mimer,3.73089,5,0,185.74873
minty,3.69244,5,0,164.16253
misty,3.67300,5,0,270.94684
modes,3.63931,5,0,32.81756
moist,3.57970,5,0,45.32645
moles,3.60259,5,0,49.32661
mommy,4.00734,5,0,986.21861
musky,3.77970,5,0,224.54234
namer,3.58747,5,0,16.18928
nasal,3.69460,5,0,141.10459
nerds,3.63369,5,0,17.64152
nerve,3.72829,5,0,56.94627
nexus,3.81685,5,0,241.63372
nixer,3.71749,5,0,78.98820
noisy,3.63542,5,0,149.63166
noter,3.57149,5,0,14.48907
nuked,3.71533,5,0,64.26493
nutty,3.81123,5,0,430.47058
ogled,3.64622,5,0,52.65380
olden,3.58186,5,0,33.21546
olive,3.68078,5,0,82.10252
oozes,3.88251,5,0,128.67556
orbit,3.61857,5,0,43.69109
ortho,3.75205,5,0,86.95505
outgo,3.81728,5,0,241.29951
pacts,3.61166,5,0,38.16841
paddy,3.82246,5,0,172.33774
panes,3.60216,5,0,12.80727
pants,3.59784,5,0,42.55742
papal,3.85572,5,0,249.24005
pence,3.65702,5,0,35.13674
perky,3.70583,5,0,61.12347
peter,3.64190,5,0,30.35256
phase,3.59784,5,0,29.04459
piano,3.62851,5,0,56.75210
piece,3.68251,5,0,82.47263
piled,3.59698,5,0,40.57009
pinch,3.66177,5,0,125.75811
pipes,3.77149,5,0,81.88229
pixel,3.72311,5,0,73.58322
plane,3.53780,5,0,13.72175
plans,3.57279,5,0,49.83225
plaza,3.84579,5,0,256.50897
point,3.58359,5,0,61.08112
polls,3.71274,5,0,149.65077
posed,3.60432,5,0,20.18748
posit,3.57927,5,0,46.72175
pound,3.64579,5,0,127.48050
press,3.75292,5,0,59.27785
primo,3.64104,5,0,88.66332
promo,3.75421,5,0,115.78328
prude,3.60907,5,0,31.71421
psych,3.73866,5,0,139.94021
pupil,3.79179,5,0,443.92074
quail,3.78099,5,0,311.79999
query,3.84536,5,0,101.70693
quick,3.86998,5,0,391.16744
quota,3.81814,5,0,241.74399
radio,3.60864,5,0,43.77649
rafts,3.62937,5,0,19.52030
rager,3.71015,5,0,37.39834
raked,3.65097,5,0,19.11549
rally,3.72095,5,0,93.95900
raper,3.70454,5,0,23.93140
rater,3.66307,5,0,16.23321
raved,3.65529,5,0,22.07115
rawer,3.74773,5,0,29.64172
razor,3.83240,5,0,101.06028
refit,3.62808,5,0,16.43567
regal,3.59827,5,0,18.19622
reign,3.59309,5,0,33.87353
relax,3.72095,5,0,27.50459
remix,3.74471,5,0,170.44575
ricer,3.69114,5,0,62.66500
rifts,3.65313,5,0,35.31357
riled,3.56026,5,0,40.91304
rinse,3.54384,5,0,12.15195
riper,3.68769,5,0,79.74322
risky,3.71361,5,0,141.06743
rocks,3.67732,5,0,45.77818
rogue,3.63758,5,0,49.44597
roots,3.67300,5,0,66.65316
rosed,3.58402,5,0,18.03176
rough,3.67991,5,0,94.26739
rowed,3.65011,5,0,39.99293
ruddy,3.81987,5,0,308.12291
sales,3.68121,5,0,23.04843
salsa,3.82073,5,0,258.78426
saver,3.62505,5,0,13.90752
savoy,3.70324,5,0,43.26442
scale,3.52613,5,0,11.98138
scalp,3.60518,5,0,42.33148
scans,3.72484,5,0,162.50464
scope,3.59482,5,0,24.73112
scots,3.73261,5,0,128.95552
sears,3.70065,5,0,27.32508
seats,3.68423,5,0,67.55411
segue,3.73607,5,0,86.97892
sells,3.85875,5,0,219.42148
shake,3.63499,5,0,25.10521
shale,3.54600,5,0,13.32776
shalt,3.55767,5,0,53.39791
shard,3.61339,5,0,38.72978
sharp,3.60734,5,0,40.79724
sheer,3.66998,5,0,44.27297
shell,3.72138,5,0,104.29452
shoal,3.59741,5,0,74.23005
shook,3.80864,5,0,271.68572
shrew,3.66048,5,0,20.76174
shrug,3.67646,5,0,136.13387
sided,3.72225,5,0,85.94492
sieve,3.75896,5,0,135.82716
silky,3.67343,5,0,232.35708
sinus,3.77451,5,0,478.35373
skimp,3.71663,5,0,129.78467
skirt,3.62160,5,0,50.66483
skulk,3.83110,5,0,323.96309
slang,3.59525,5,0,68.11340
sleek,3.71447,5,0,89.99242
slier,3.53823,5,0,33.81999
sling,3.62117,5,0,143.62089
slosh,3.73348,5,0,294.69984
smart,3.57538,5,0,19.91372
smash,3.76890,5,0,171.07550
smock,3.71058,5,0,82.28162
smoky,3.74255,5,0,309.60476
snort,3.54298,5,0,24.38571
snuff,3.85227,5,0,409.74007
sooth,3.69849,5,0,184.15172
soups,3.78445,5,0,210.32653
spasm,3.76803,5,0,116.12463
spike,3.67732,5,0,103.47508
spoil,3.58402,5,0,83.19368
spoon,3.72354,5,0,138.86366
squad,3.80864,5,0,188.44673
stale,3.52570,5,0,9.03139
stalk,3.61425,5,0,45.72288
stark,3.63499,5,0,24.43817
state,3.65961,5,0,26.58517
stave,3.63758,5,0,13.04967
steak,3.66609,5,0,27.37842
steel,3.64017,5,0,44.79065
stent,3.69287,5,0,76.09161
stied,3.58877,5,0,30.26132
stilt,3.67214,5,0,181.93680
stops,3.74860,5,0,155.55876
straw,3.65659,5,0,18.87090
stubs,3.81901,5,0,211.14181
style,3.60259,5,0,25.90343
sucks,3.85184,5,0,264.70983
surge,3.59827,5,0,24.20561
swami,3.70886,5,0,71.12500
swear,3.62678,5,0,12.11281
sweat,3.61641,5,0,22.89852
sweet,3.70454,5,0,30.06699
swill,3.74341,5,0,215.87634
sworn,3.63240,5,0,46.73672
syrup,3.65443,5,0,122.92755
tacky,3.69762,5,0,115.82281
tangy,3.64320,5,0,130.24766
tawed,3.65486,5,0,13.51398
taxed,3.72009,5,0,19.47321
taxer,3.69676,5,0,20.53041
taxes,3.71836,5,0,17.20114
teach,3.58186,5,0,40.16121
teddy,3.79654,5,0,133.25662
tepid,3.61210,5,0,54.67348
testy,3.75983,5,0,112.98948
thing,3.66868,5,0,131.03643
thump,3.70367,5,0,123.89726
timid,3.76890,5,0,222.09936
tonga,3.63326,5,0,39.83722
topaz,3.75378,5,0,66.70494
torso,3.65356,5,0,48.20907
tough,3.67430,5,0,120.28602
tramp,3.59698,5,0,21.45447
trash,3.57408,5,0,14.42705
tread,3.56112,5,0,16.34746
trees,3.63974,5,0,34.39365
tries,3.54125,5,0,18.21260
troll,3.66868,5,0,63.43003
truss,3.73477,5,0,76.71488
tulle,3.67819,5,0,34.61643
tutor,3.69460,5,0,90.56665
twine,3.63024,5,0,27.55865
twirl,3.62851,5,0,52.36612
tying,3.68639,5,0,162.06378
unfit,3.68207,5,0,209.39563
unlit,3.62289,5,0,168.76576
unzip,3.82635,5,0,329.46805
vaned,3.66004,5,0,24.18976
vaper,3.68121,5,0,23.43370
vault,3.65140,5,0,59.75825
veins,3.67905,5,0,84.93245
vexed,3.93477,5,1,351.33721
vivid,4.04579,5,2,3056.92075
abhor,3.66998,5,0,35.92421
abort,3.59266,5,0,20.72618
aches,3.67084,5,0,13.33143
acing,3.68337,5,0,114.29831
adore,3.59654,5,0,64.34851
after,3.61771,5,0,26.06199
agape,3.74989,5,0,54.99785
aglow,3.71663,5,0,88.33423
aided,3.75076,5,0,120.15555
aisle,3.54600,5,0,27.90568
alamo,3.73175,5,0,164.94856
allot,3.67559,5,0,120.59285
alpha,3.75853,5,0,220.31068
amped,3.66782,5,0,20.83975
amply,3.67473,5,0,112.61376
ankle,3.63326,5,0,22.39813
annoy,3.78920,5,0,482.15835
augur,3.78963,5,0,112.76474
avant,3.74514,5,0,101.58231
award,3.76717,5,0,75.36536
axial,3.84924,5,0,500.03744
beach,3.65140,5,0,49.24354
beech,3.76112,5,0,127.45898
belle,3.80000,5,0,86.98583
beset,3.67948,5,0,22.27941
bezel,3.82376,5,0,80.08773
biker,3.66479,5,0,61.73368
bingo,3.71015,5,0,132.19589
blame,3.59957,5,0,25.46279
blank,3.66307,5,0,89.62679
blimp,3.68078,5,0,89.48770
block,3.69114,5,0,114.89485
bluff,3.89590,5,0,347.35875
boots,3.72786,5,0,148.29061
borax,3.76587,5,0,88.02067
bosom,3.79352,5,0,182.42661
boxed,3.76501,5,0,65.60427
brake,3.64752,5,0,22.46117
brass,3.74298,5,0,32.64285
brews,3.70713,5,0,26.14490
brier,3.67862,5,0,72.18582
broil,3.58575,5,0,76.18449
brunt,3.61339,5,0,55.76667
bugle,3.66393,5,0,60.57182
bulbs,3.83024,5,0,261.19923
burly,3.69503,5,0,167.76459
butts,3.78747,5,0,212.99532
cable,3.57365,5,0,16.68917
