guess,ev,max guesses,pass,time
cacao,3.90194,5,0,295.44907
carat,3.64622,5,0,50.27025
cared,3.56026,5,0,16.32006
caret,3.52441,5,0,7.13080
carry,3.70756,5,0,51.42199
caulk,3.66350,5,0,107.83230
celeb,3.68337,5,0,36.31802
chafe,3.64665,5,0,37.87042
champ,3.67084,5,0,59.46549
chars,3.59568,5,0,37.87794
cheek,3.78359,5,0,55.93913
chews,3.73391,5,0,74.47700
child,3.63844,5,0,156.34622
chive,3.69244,5,0,94.68158
chord,3.61641,5,0,86.80483
chute,3.61857,5,0,40.47143
cinch,3.77495,5,0,382.71257
cling,3.64233,5,0,141.46794
clout,3.58747,5,0,92.10305
cluck,3.83110,5,0,280.21820
coked,3.69071,5,0,32.52779
colon,3.70151,5,0,174.05476
comma,3.81339,5,0,167.09569
cooks,3.79395,5,0,163.19927
coupe,3.62203,5,0,57.04287
cover,3.64492,5,0,34.78810
cower,3.62592,5,0,29.63579
cramp,3.61123,5,0,31.11014
crawl,3.61641,5,0,30.16771
cream,3.60389,5,0,18.24507
creme,3.65572,5,0,50.91169
crick,3.78272,5,0,220.79253
cubby,3.86825,5,0,396.82260
dally,3.74773,5,0,259.09993
decal,3.58920,5,0,52.51812
decry,3.66393,5,0,32.57345
deked,3.92959,5,0,144.61901
desks,3.86220,5,0,142.18758
dildo,3.78575,5,0,480.54910
diver,3.65184,5,0,63.53081
dizzy,4.01555,5,1,2239.97911
elves,3.76026,5,0,72.49765
emits,3.65011,5,0,54.52755
ender,3.67732,5,0,90.92198
envoy,3.75119,5,0,121.42770
erode,3.65572,5,0,118.77925
etude,3.73650,5,0,86.90683
excel,3.82765,5,0,85.26129
eying,3.71447,5,0,186.93813
fares,3.61123,5,0,15.57011
fated,3.63585,5,0,21.18927
favor,3.71361,5,0,35.95433
faxes,3.79309,5,0,24.88750
fears,3.62592,5,0,21.67076
feats,3.62505,5,0,58.51506
feels,3.72786,5,0,117.48906
feral,3.61598,5,0,27.17104
fetch,3.68337,5,0,65.59355
field,3.66134,5,0,178.40498
filth,3.66393,5,0,141.12880
fined,3.64492,5,0,52.89432
fired,3.61425,5,0,90.81328
fishy,3.74341,5,0,340.06802
flame,3.62462,5,0,34.17901
flask,3.68294,5,0,72.94304
fleck,3.73305,5,0,66.68932
flies,3.62808,5,0,49.85570
flock,3.71188,5,0,101.72780
flout,3.63715,5,0,138.33307
flume,3.67214,5,0,95.66446
flute,3.61857,5,0,40.92316
focal,3.64665,5,0,59.11191
foggy,3.88337,5,0,438.79569
forth,3.64752,5,0,46.76064
forum,3.69719,5,0,136.53215
foxes,3.79611,5,0,82.41711
franc,3.61037,5,0,37.60710
frays,3.70454,5,0,47.27334
fried,3.61641,5,0,93.52269
frock,3.69374,5,0,69.33689
front,3.59222,5,0,44.54982
froth,3.63974,5,0,48.79923
fruit,3.62635,5,0,95.45027
fugue,3.85616,5,0,206.87725
funny,3.87819,5,0,738.10485
gazes,3.76199,5,0,25.18482
geese,3.84795,5,0,88.92515
germs,3.65659,5,0,32.42487
giber,3.63067,5,0,35.51020
giddy,3.85140,5,0,440.27488
goals,3.59309,5,0,31.04499
gofer,3.66048,5,0,62.15645
golly,3.76631,5,0,373.80967
grant,3.56458,5,0,20.09861
grass,3.73823,5,0,47.73324
grief,3.65443,5,0,67.51602
grips,3.62592,5,0,53.71337
grope,3.60173,5,0,28.66599
grout,3.60821,5,0,58.71693
grown,3.66739,5,0,65.44418
guest,3.62462,5,0,71.03333
guise,3.64104,5,0,108.57195
gummy,3.90238,5,0,362.22020
hangs,3.66048,5,0,128.04873
hasty,3.65961,5,0,116.72559
hazer,3.74168,5,0,36.87896
heath,3.75464,5,0,87.19787
henry,3.64968,5,0,43.31067
hewed,3.78790,5,0,54.11713
hider,3.60000,5,0,65.55763
hills,3.74212,5,0,368.18870
holed,3.59482,5,0,29.72519
holly,3.77538,5,0,464.11399
howls,3.69762,5,0,125.74798
humus,3.87473,5,0,402.92237
hymen,3.71749,5,0,44.05836
hyper,3.67387,5,0,24.18489
icing,3.81425,5,0,295.14697
iliac,3.74773,5,0,231.01125
index,3.77624,5,0,101.17926
inker,3.66739,5,0,39.86832
inlet,3.58359,5,0,18.40751
input,3.66048,5,0,146.50793
items,3.67127,5,0,57.78490
japed,3.76976,5,0,20.70599
jazzy,4.13521,5,1,1804.28966
knows,3.75335,5,0,109.99030
lacer,3.56242,5,0,13.59380
laden,3.56717,5,0,17.03719
lager,3.60605,5,0,11.49777
laker,3.63888,5,0,14.04551
lakes,3.64104,5,0,18.29296
lanes,3.54903,5,0,11.35796
lapse,3.55464,5,0,13.12501
large,3.58229,5,0,12.95711
laser,3.55162,5,0,13.84956
latch,3.61253,5,0,56.90395
lawed,3.66091,5,0,22.23285
lazed,3.72873,5,0,45.38465
leaps,3.59136,5,0,32.47676
leave,3.72786,5,0,46.49358
leggy,3.82376,5,0,221.17544
limbo,3.68769,5,0,134.23266
liter,3.57365,5,0,18.95826
litre,3.55594,5,0,10.33138
lived,3.67127,5,0,64.94003
loads,3.60432,5,0,30.08803
lobby,3.82505,5,0,332.19285
loped,3.60130,5,0,32.64714
loper,3.58402,5,0,17.74440
lords,3.62505,5,0,33.27900
louse,3.58445,5,0,48.64945
loved,3.67732,5,0,59.43852
lowly,3.80734,5,0,313.94145
lusty,3.67084,5,0,197.61326
mafia,3.81080,5,0,256.04336
mangy,3.69719,5,0,156.73670
marks,3.67991,5,0,35.12519
marsh,3.62289,5,0,38.56133
masse,3.72657,5,0,49.13778
matte,3.70540,5,0,23.80316
maven,3.68251,5,0,28.86531
maxim,3.93823,5,0,347.19298
metal,3.59438,5,0,29.86360
metro,3.60000,5,0,20.88029
might,3.69460,5,0,113.71018
mimic,3.99136,5,0,476.69604
moans,3.60994,5,0,35.40371
moats,3.61469,5,0,25.28978
mochi,3.72959,5,0,123.42945
molar,3.58531,5,0,52.59375
molly,3.76112,5,0,627.15709
moved,3.71706,5,0,60.23445
mowed,3.69158,5,0,56.56544
mulch,3.68467,5,0,183.85164
mural,3.62419,5,0,54.27444
murky,3.77365,5,0,232.62036
nails,3.56587,5,0,60.71163
naval,3.78790,5,0,145.40307
never,3.73045,5,0,66.39050
nicer,3.58790,5,0,32.17797
nifty,3.71231,5,0,230.25276
noble,3.60043,5,0,25.65766
nodes,3.61814,5,0,19.88127
noise,3.57711,5,0,45.35623
noose,3.68985,5,0,106.21738
notes,3.60346,5,0,11.51324
nudge,3.67819,5,0,114.69685
oaken,3.66825,5,0,21.85405
oared,3.59957,5,0,17.36513
oasis,3.80648,5,0,95.95542
ocean,3.63629,5,0,40.22946
octet,3.73521,5,0,29.61015
offal,3.84060,5,0,281.34707
omits,3.66048,5,0,131.95974
opine,3.61987,5,0,43.61518
optic,3.68035,5,0,61.48328
other,3.63888,5,0,15.37104
ought,3.72225,5,0,132.51943
owing,3.73348,5,0,132.07330
paced,3.62203,5,0,17.69688
pacer,3.57927,5,0,14.68987
paces,3.62030,5,0,12.13554
packs,3.70972,5,0,70.98145
paged,3.64147,5,0,20.23700
pager,3.61814,5,0,18.98248
pages,3.63110,5,0,12.00560
pains,3.60994,5,0,62.33493
paler,3.56156,5,0,17.40010
paned,3.59266,5,0,14.65723
panic,3.62808,5,0,80.47279
parer,3.69374,5,0,22.22163
parry,3.71447,5,0,44.88719
patch,3.61814,5,0,45.15512
patty,3.73391,5,0,173.16948
pesto,3.59136,5,0,33.48605
petit,3.72570,5,0,116.82277
piety,3.65184,5,0,51.06981
piked,3.69546,5,0,62.90655
pills,3.71663,5,0,225.86075
pizza,3.98963,5,0,386.88337
poise,3.57279,5,0,28.43968
polar,3.57365,5,0,24.12669
polka,3.68985,5,0,84.96871
poppy,3.99136,5,0,564.32229
puffy,3.91965,5,1,1230.07413
quirk,3.84881,5,0,483.48427
raise,3.55205,5,0,13.18756
raker,3.75680,5,0,45.14508
ramen,3.56156,5,0,14.81604
ranch,3.59482,5,0,31.14555
range,3.56285,5,0,13.13105
rants,3.58359,5,0,11.92243
rapid,3.60562,5,0,29.64127
ratio,3.60302,5,0,14.67675
raver,3.77408,5,0,57.23529
react,3.53780,5,0,8.63573
reams,3.60043,5,0,18.44196
rebel,3.65356,5,0,35.94592
recut,3.59611,5,0,17.74598
refer,3.82333,5,0,95.16863
relic,3.61037,5,0,18.26722
renal,3.55810,5,0,10.84779
repel,3.63758,5,0,32.17594
resin,3.58099,5,0,16.43339
retro,3.69892,5,0,24.44283
revel,3.72009,5,0,73.30959
riced,3.59784,5,0,25.17399
ridge,3.59309,5,0,69.77931
rigor,3.73348,5,0,218.52766
rivet,3.64233,5,0,20.40638
roads,3.61469,5,0,19.60175
robot,3.69460,5,0,62.10622
roger,3.71274,5,0,123.85326
rotor,3.77408,5,0,127.24937
royal,3.61253,5,0,119.27447
rumba,3.69978,5,0,54.69874
runts,3.61339,5,0,50.08107
sabed,3.61685,5,0,13.11839
sacks,3.80475,5,0,123.67132
salty,3.57019,5,0,84.17606
sands,3.74773,5,0,113.63575
saucy,3.63801,5,0,132.23541
scamp,3.65054,5,0,46.24094
scant,3.56501,5,0,57.67407
scene,3.66134,5,0,34.91234
scent,3.60043,5,0,41.83039
scoot,3.68726,5,0,110.52941
scree,3.62721,5,0,31.32685
seals,3.68855,5,0,93.38385
seems,3.85745,5,0,217.47421
serum,3.63413,5,0,27.56931
seven,3.74125,5,0,49.16436
sexed,3.80950,5,0,73.26921
shall,3.69374,5,0,199.50850
shift,3.65356,5,0,121.00905
shoed,3.60907,5,0,16.28368
shoes,3.73909,5,0,58.75902
shops,3.77106,5,0,193.17671
showy,3.72657,5,0,182.02438
shush,3.93952,6,5,10330.20445
wines,3.65140,5,0,46.82539
wipes,3.69244,5,0,39.57133
wiser,3.64320,5,0,24.01371
wived,3.76242,5,0,62.31526
woods,3.80691,5,0,156.17463
worms,3.68812,5,0,71.06284
would,3.68898,5,0,130.46257
wrest,3.60518,5,0,17.84665
wring,3.66911,5,0,106.90495
yanks,3.71274,5,0,109.73853
young,3.72225,5,0,261.92515
abbot,3.78056,5,0,103.62303
acted,3.62333,5,0,12.77896
acute,3.61555,5,0,29.25491
added,3.93477,5,0,73.32010
affix,4.02851,5,0,591.92689
alone,3.54730,5,0,15.05731
aloof,3.76371,5,0,255.76155
ample,3.60259,5,0,22.02395
amuse,3.63758,5,0,37.16019
angel,3.59309,5,0,24.94250
angle,3.59395,5,0,23.79212
angry,3.65832,5,0,59.92184
anode,3.59179,5,0,20.57648
antic,3.62419,5,0,79.19802
apnea,3.72181,5,0,32.56339
apron,3.60994,5,0,43.49256
arbor,3.71361,5,0,89.84490
arose,3.58056,5,0,23.73358
arrow,3.75292,5,0,88.31427
asker,3.66004,5,0,21.13343
asses,3.92181,5,0,56.80278
audit,3.65097,5,0,123.30908
avert,3.65054,5,0,14.44327
avian,3.80605,5,0,292.16762
badly,3.65875,5,0,119.54717
baned,3.61339,5,0,20.32905
banjo,3.80346,5,0,102.25737
baser,3.58272,5,0,12.41213
basil,3.59784,5,0,43.87533
bated,3.61425,5,0,16.33057
baths,3.66479,5,0,51.27800
beads,3.64276,5,0,29.31946
beard,3.58747,5,0,21.85527
beefy,3.82635,5,0,215.35710
betel,3.66609,5,0,25.11135
bible,3.74903,5,0,122.79950
binds,3.67689,5,0,124.84696
bites,3.63067,5,0,15.24748
black,3.67603,5,0,74.96264
bleak,3.70022,5,0,49.23734
blind,3.63844,5,0,139.69175
blood,3.72829,5,0,203.07694
boing,3.67516,5,0,103.26856
booby,3.97019,5,0,728.08239
broad,3.61944,5,0,53.27365
brood,3.73391,5,0,147.85226
built,3.60389,5,0,114.67951
bundt,3.66868,5,0,130.36629
burke,3.69762,5,0,40.12049
burns,3.64622,5,0,90.78046
busty,3.71577,5,0,172.89410
bytes,3.68380,5,0,14.33004
cabal,3.71965,5,0,132.73878
caddy,3.80950,5,0,234.69083
caped,3.61641,5,0,18.30852
capri,3.61857,5,0,50.89847
cards,3.59784,5,0,25.40434
carol,3.55335,5,0,38.72048
catch,3.74039,5,0,142.13852
cents,3.59957,5,0,48.54279
chair,3.59136,5,0,34.20098
chard,3.61512,5,0,46.20725
chart,3.57235,5,0,22.00057
cheat,3.61469,5,0,30.67014
chess,3.79266,5,0,106.36851
chili,3.77538,5,0,327.06127
churn,3.63801,5,0,160.88063
claim,3.60518,5,0,81.29250
clang,3.61728,5,0,112.88107
clays,3.62808,5,0,111.09818
clips,3.60691,5,0,77.31852
close,3.53391,5,0,16.00571
cloud,3.62808,5,0,149.04973
clues,3.59914,5,0,19.14684
clunk,3.68121,5,0,180.53881
coded,3.74125,5,0,60.07033
colin,3.57581,5,0,90.23463
comes,3.62246,5,0,18.34720
comfy,3.73737,5,0,121.31331
coned,3.57711,5,0,29.94495
conga,3.66220,5,0,73.81179
cooer,3.67559,5,0,54.38248
copse,3.57797,5,0,25.67060
cored,3.55119,5,0,19.53161
corgi,3.64968,5,0,49.34373
costa,3.59741,5,0,26.05718
could,3.62505,5,0,117.82350
crack,3.77754,5,0,76.42244
creek,3.72009,5,0,60.32538
cribs,3.61685,5,0,30.33478
crimp,3.63024,5,0,56.16099
crops,3.59395,5,0,33.70556
crowd,3.64536,5,0,50.28213
cruel,3.56371,5,0,22.86031
crust,3.57279,5,0,29.79434
cubed,3.67084,5,0,33.98105
curbs,3.66479,5,0,76.47837
curly,3.64838,5,0,154.54215
cuter,3.58013,5,0,20.52150
cutie,3.59568,5,0,65.49734
daily,3.60864,5,0,173.95165
dater,3.56069,5,0,26.18061
deals,3.57927,5,0,38.54635
dealt,3.55076,5,0,39.68681
debts,3.67127,5,0,31.34343
decay,3.65832,5,0,84.15521
delay,3.63024,5,0,113.54378
denim,3.64924,5,0,149.40625
diffs,3.84968,5,0,334.11326
disco,3.64190,5,0,92.37376
ditsy,3.64924,5,0,117.99270
dives,3.69028,5,0,42.17808
dodge,3.77279,5,0,138.22317
doing,3.64708,5,0,158.80379
donna,3.74860,5,0,310.53499
doted,3.73434,5,0,36.00234
dowel,3.63456,5,0,38.20464
downy,3.70497,5,0,117.13418
drags,3.62678,5,0,19.54821
drake,3.61253,5,0,26.67307
drank,3.63413,5,0,29.31649
drawn,3.63326,5,0,32.02159
dries,3.58575,5,0,43.91703
drink,3.66091,5,0,149.11170
drove,3.64881,5,0,53.97455
drugs,3.67948,5,0,68.96440
ducks,3.75810,5,0,127.51606
dully,3.80994,5,0,495.23785
eater,3.64622,5,0,46.41058
eclat,3.59222,5,0,37.65146
edict,3.63456,5,0,78.34495
egret,3.69590,5,0,29.99810
eject,3.84536,5,0,141.13646
elfin,3.65918,5,0,123.86670
emote,3.70756,5,0,99.57558
ensue,3.72916,5,0,157.88543
error,3.84147,5,0,195.06878
exalt,3.71058,5,0,51.02078
expat,3.75940,5,0,35.56736
exult,3.75162,5,0,118.37553
faith,3.65011,5,0,88.10007
fatal,3.72700,5,0,172.63971
felon,3.64406,5,0,81.55612
femur,3.68380,5,0,55.79117
feted,3.72959,5,0,36.66754
fiber,3.65832,5,0,57.04117
fifth,3.83931,5,0,285.76653
finds,3.70238,5,0,188.99437
fiver,3.70151,5,0,65.40377
fixes,3.80302,5,0,103.33374
flags,3.66695,5,0,97.09087
flake,3.67171,5,0,50.97538
flash,3.64449,5,0,107.18171
fleet,3.67041,5,0,28.76905
flier,3.60907,5,0,43.94454
flirt,3.60259,5,0,74.50136
flops,3.67430,5,0,83.32674
flown,3.70238,5,0,109.66167
flung,3.70065,5,0,228.26405
foist,3.60605,5,0,67.81593
folio,3.76847,5,0,490.17017
foxed,3.78618,5,0,110.49873
frame,3.62462,5,0,18.41794
fraud,3.67559,5,0,62.71851
frets,3.62592,5,0,20.49695
frier,3.70626,5,0,137.10884
frond,3.61857,5,0,139.38428
fudge,3.72095,5,0,120.75197
fumed,3.72009,5,0,51.21687
fumes,3.71965,5,0,37.95238
funky,3.80691,5,0,354.00380
fuzzy,4.07171,5,2,5100.22218
inter,3.58747,5,0,19.68758
irate,3.55508,5,0,22.84746
irked,3.68294,5,0,115.70039
jacks,3.83499,5,0,120.75235
jerky,3.86566,5,0,103.32525
jived,3.84147,5,0,94.06351
johns,3.77365,5,0,335.68953
juice,3.75335,5,0,204.46958
junta,3.76803,5,0,199.49523
kayak,4.03369,5,0,493.07058
klutz,3.83715,5,0,246.92949
knits,3.67300,5,0,99.87365
krill,3.76847,5,0,285.94989
leads,3.60216,5,0,39.29772
leapt,3.56069,5,0,36.96348
ledge,3.68510,5,0,87.45175
leone,3.64276,5,0,43.99112
libel,3.72052,5,0,75.01691
liked,3.67343,5,0,121.98005
liner,3.56242,5,0,21.79040
lingo,3.65140,5,0,159.55511
loans,3.55508,5,0,25.55313
lobed,3.61728,5,0,33.15802
locus,3.64924,5,0,94.33088
login,3.61944,5,0,146.87311
loopy,3.76544,5,0,247.08740
loyal,3.75810,5,0,435.00821
maced,3.62721,5,0,18.68374
macer,3.59914,5,0,19.29610
macro,3.61901,5,0,35.60527
magic,3.69590,5,0,100.55856
maker,3.68078,5,0,22.92500
males,3.59784,5,0,14.51552
mamma,4.08855,5,2,3847.12953
occur,3.78963,5,0,139.56755
offed,3.83413,5,0,111.20488
often,3.65616,5,0,23.10514
ofter,3.64752,5,0,19.28185
ogres,3.64665,5,0,20.83130
oiled,3.60907,5,0,76.95283
onion,3.88898,5,0,847.84280
paris,3.60130,5,0,40.35375
pasta,3.71533,5,0,111.53155
payee,3.72829,5,0,32.71865
pears,3.57970,5,0,13.75459
pedal,3.59482,5,0,56.07894
peril,3.57883,5,0,22.87338
pesos,3.77019,5,0,93.06595
phony,3.66911,5,0,161.46604
piler,3.55767,5,0,20.76232
pilot,3.56803,5,0,67.83287
pints,3.61382,5,0,78.11298
pique,3.80475,5,0,262.15910
plier,3.55205,5,0,22.55753
pluck,3.70367,5,0,129.40478
plush,3.64708,5,0,188.91389
porch,3.63240,5,0,50.32431
porno,3.71620,5,0,103.29310
pours,3.63326,5,0,61.93150
power,3.66091,5,0,28.80253
prank,3.64492,5,0,32.14959
price,3.54082,5,0,26.10881
prier,3.65745,5,0,77.78382
prize,3.68683,5,0,68.94428
prose,3.56285,5,0,11.02017
proud,3.62333,5,0,95.57545
pubic,3.71965,5,0,129.70508
pupal,3.78704,5,0,256.87180
pwned,3.68207,5,0,29.31483
pygmy,3.95680,5,0,201.75938
quake,3.85788,5,0,126.12859
quasi,3.83197,5,0,236.74119
queue,4.01814,5,1,1744.19468
roles,3.57408,5,0,14.71725
roomy,3.76976,5,0,449.71075
rusty,3.64233,5,0,78.13934
saint,3.51879,5,0,54.52219
salts,3.69546,5,0,118.26371
saner,3.53132,5,0,13.71221
sappy,3.78056,5,0,168.29545
sawed,3.65097,5,0,10.22517
sayer,3.57754,5,0,15.48892
scaly,3.62808,5,0,98.42675
scarf,3.64233,5,0,52.70836
scion,3.59611,5,0,87.77860
scout,3.61296,5,0,89.20688
scuff,3.86479,5,0,307.80487
serif,3.63585,5,0,33.84794
setup,3.62678,5,0,73.64084
shade,3.60389,5,0,25.21567
shaky,3.72095,5,0,157.65253
sheds,3.78186,5,0,143.64336
shire,3.55853,5,0,19.00112
shock,3.70194,5,0,107.80046
shore,3.57322,5,0,22.66025
short,3.55896,5,0,31.26811
shots,3.75594,5,0,204.62529
shuck,3.71145,5,0,155.87024
sider,3.57581,5,0,38.35827
siege,3.70194,5,0,133.93857
sigma,3.69892,5,0,99.25882
silly,3.73089,5,0,455.45756
sized,3.72873,5,0,72.38038
skate,3.60259,5,0,12.31923
skier,3.63456,5,0,65.80036
skies,3.80648,5,0,174.12754
skits,3.80259,5,0,346.94872
slain,3.54341,5,0,55.66470
slash,3.71706,5,0,198.89878
sloop,3.70540,5,0,143.07900
slots,3.71015,5,0,231.15760
smack,3.69806,5,0,64.66578
smear,3.59309,5,0,14.07158
smell,3.73002,5,0,104.99658
smirk,3.68898,5,0,150.42812
snags,3.76847,5,0,170.78310
sneed,3.66825,5,0,38.82724
snipe,3.58920,5,0,51.76010
snout,3.58661,5,0,123.69612
sober,3.58920,5,0,11.93231
socks,3.80950,5,0,167.40680
solid,3.58531,5,0,103.06995
sonny,3.74946,5,0,316.44451
sowed,3.65918,5,0,18.39758
sower,3.62549,5,0,15.86707
spade,3.59784,5,0,21.78581
spare,3.54384,5,0,11.20305
spark,3.65745,5,0,38.31907
spawn,3.67127,5,0,39.60125
speed,3.69287,5,0,42.63991
spice,3.57927,5,0,36.99562
spill,3.69071,5,0,212.37664
sport,3.55940,5,0,21.72557
spout,3.60648,5,0,71.89137
spurs,3.77840,5,0,200.37253
stake,3.61469,5,0,18.22129
stamp,3.62635,5,0,37.27316
stare,3.52311,5,0,13.51536
stash,3.74039,5,0,151.82915
stews,3.82073,5,0,99.18309
stipe,3.56890,5,0,31.52635
stoic,3.61641,5,0,53.00317
stomp,3.65918,5,0,72.00417
stoop,3.72657,5,0,152.65264
strap,3.59525,5,0,22.64996
strut,3.70929,5,0,131.75893
stunk,3.68855,5,0,150.44935
suite,3.55810,5,0,72.17311
sully,3.78747,5,0,403.53341
swirl,3.64536,5,0,55.42091
swoop,3.79222,5,0,132.06806
tabby,3.80562,5,0,190.55926
talks,3.64665,5,0,44.64432
taper,3.55032,5,0,19.77599
tapir,3.56717,5,0,40.27343
tased,3.58272,5,0,11.81727
tases,3.70540,5,0,17.10802
tasty,3.72484,5,0,198.68725
tempo,3.65616,5,0,28.18316
tends,3.62160,5,0,36.59688
tense,3.62419,5,0,17.29736
terra,3.66220,5,0,18.47606
terse,3.58834,5,0,18.36662
tests,3.85486,5,0,149.20138
thong,3.66695,5,0,77.47682
throb,3.64104,5,0,43.11143
tiara,3.68812,5,0,76.62124
tiled,3.56544,5,0,22.62859
timer,3.58445,5,0,18.76018
tinge,3.60691,5,0,22.40395
tired,3.55810,5,0,18.82478
tithe,3.71879,5,0,94.16192
toddy,3.79050,5,0,213.71330
totem,3.72527,5,0,38.08025
towel,3.62073,5,0,21.86232
toxic,3.76026,5,0,142.40783
tribe,3.55767,5,0,14.99209
trier,3.64838,5,0,28.26549
troop,3.68683,5,0,109.22033
tubed,3.64406,5,0,22.57834
tubes,3.64708,5,0,16.91845
tuner,3.56674,5,0,19.81011
turbo,3.66177,5,0,58.52720
tweak,3.73650,5,0,27.79782
twigs,3.71663,5,0,61.97614
twixt,3.94687,5,0,328.60309
unite,3.60389,5,0,56.96686
unled,3.63413,5,0,45.91443
unmet,3.64622,5,0,27.02055
unpin,3.81425,5,0,422.45475
valor,3.64492,5,0,32.67052
vaped,3.70842,5,0,20.41694
vases,3.82246,5,0,45.35231
vegan,3.71015,5,0,44.57627
venue,3.79266,5,0,122.45105
video,3.71404,5,0,69.96577
vinyl,3.72959,5,0,209.46878
vital,3.66652,5,0,54.06501
vogue,3.74125,5,0,121.42842
vower,3.73175,5,0,50.13691
wafer,3.69201,5,0,20.66966
wages,3.68898,5,0,12.40369
waits,3.64708,5,0,49.77924
waker,3.71361,5,0,24.26036
waned,3.64881,5,0,19.85396
wards,3.67862,5,0,21.58837
warty,3.64752,5,0,38.57249
waved,3.74384,5,0,30.01606
waves,3.74168,5,0,20.56809
wears,3.63197,5,0,12.72323
weber,3.74168,5,0,48.53179
weepy,3.82160,5,0,108.51959
whale,3.64276,5,0,34.20782
wheel,3.75637,5,0,67.35297
whiny,3.74341,5,0,254.13000
wield,3.66004,5,0,96.85197
wimpy,3.76847,5,0,151.81846
wined,3.66134,5,0,45.62096
wiper,3.63931,5,0,38.33601
wires,3.64492,5,0,25.74838
witch,3.69590,5,0,90.02723
wooed,3.76069,5,0,83.91681
wordy,3.71274,5,0,79.66297
worry,3.78618,5,0,221.44156
wrung,3.71361,5,0,105.25379
yawed,3.72613,5,0,23.48175
years,3.61641,5,0,20.63207
yeast,3.59222,5,0,58.34725
youth,3.70799,5,0,282.64362
abide,3.64104,5,0,38.44823
about,3.69546,5,0,78.29387
adage,3.75335,5,0,45.24591
admit,3.65486,5,0,69.51663
afire,3.61901,5,0,39.75060
again,3.74039,5,0,245.82991
aimer,3.60648,5,0,56.03560
alert,3.53909,5,0,14.78540
alias,3.68812,5,0,204.92373
aloft,3.61166,5,0,66.65183
altar,3.64622,5,0,31.53940
alter,3.54860,5,0,15.13146
amass,3.88596,5,0,286.42862
angst,3.61339,5,0,71.41085
anted,3.58359,5,0,19.23013
anvil,3.67041,5,0,135.41429
aptly,3.60994,5,0,95.51104
aroma,3.72095,5,0,190.83935
audio,3.71965,5,0,324.87671
axion,3.77797,5,0,386.74450
baste,3.58056,5,0,12.97711
batch,3.64708,5,0,56.54453
bayer,3.63758,5,0,25.07639
beams,3.65529,5,0,44.19963
befit,3.67387,5,0,56.67639
beige,3.73477,5,0,93.40344
below,3.69503,5,0,54.17932
berth,3.61382,5,0,18.22936
bever,3.75464,5,0,47.79250
bidet,3.60821,5,0,21.33633
biked,3.71922,5,0,69.56762
biner,3.59006,5,0,23.67501
